"ID","CODIGO DE LA ENTIDAD","CODIGO UBIGEO INEI","CODIGO PAIS ","NOMBRE DE LA UO","Fecha","CO (ug/m3)","H2S (ug/m3)","NO2 (ug/m3)","O3 (ug/m3)","PM10 
(ug/m3)","PM2.5 
(ug/m3)","SO2 (ug/m3)","Ruido (dB)","UV","Humedad (%)","Latitud","Longitud","Presion 
(Pa)","Temperatura (C)"
"1","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/1/2021 0:00","175.58","0.35","23.64","0.00","1.70","1.13","0.00","87.80","0.00","86.41","-12.07274","-77.08269","1000.12","20.72"
"2","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/1/2021 1:00","155.95","0.78","23.11","0.00","2.00","1.22","0.00","84.06","0.00","86.08","-12.07274","-77.08269","999.42","20.78"
"3","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/1/2021 2:00","104.55","0.09","23.19","0.00","1.64","1.05","0.00","98.83","0.00","87.62","-12.07274","-77.08269","999.13","20.21"
"4","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/1/2021 3:00","65.98","0.02","23.15","0.00","1.62","1.00","0.00","76.20","0.00","87.90","-12.07274","-77.08269","998.59","20.09"
"5","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/1/2021 4:00","59.78","0.09","23.45","0.00","1.75","1.04","0.00","84.42","0.00","88.68","-12.07274","-77.08269","998.77","20.03"
"6","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/1/2021 5:00","73.51","0.18","23.74","0.00","1.77","1.06","0.00","90.81","0.00","88.58","-12.07274","-77.08269","999.17","20.22"
"7","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/1/2021 6:00","172.57","2.42","24.70","0.00","2.14","1.25","0.00","94.49","0.00","89.82","-12.07274","-77.08269","1000.03","20.12"
"8","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/1/2021 7:00","744.81","21.48","26.71","0.15","2.42","1.49","0.00","105.57","0.11","89.56","-12.07274","-77.08269","1000.71","20.22"
"9","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/1/2021 8:00","1337.83","39.77","25.34","0.50","2.10","1.38","0.00","109.96","0.28","86.14","-12.07274","-77.08269","1001.40","21.16"
"10","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/1/2021 9:00","1135.85","34.26","22.58","0.61","1.75","1.21","0.00","111.64","0.42","83.21","-12.07274","-77.08269","1001.46","21.61"
"11","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/1/2021 10:00","1153.41","34.08","19.56","0.00","1.58","1.09","0.00","110.75","0.52","77.27","-12.07274","-77.08269","1001.71","23.23"
"12","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/1/2021 11:00","705.31","17.14","16.93","0.53","1.31","0.93","0.00","114.45","0.64","80.50","-12.07274","-77.08269","1001.40","22.22"
"13","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/1/2021 12:00","727.24","14.94","20.59","0.07","1.10","0.77","0.00","115.41","0.85","80.12","-12.07274","-77.08269","1001.00","22.29"
"14","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/1/2021 13:00","855.04","17.91","17.44","1.13","0.77","0.61","0.00","116.82","2.55","79.95","-12.07274","-77.08269","1000.54","22.49"
"15","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/1/2021 14:00","730.90","12.37","14.60","14.94","0.72","0.58","0.00","114.91","2.46","82.02","-12.07274","-77.08269","1000.17","22.28"
"16","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/1/2021 15:00","841.83","10.12","20.40","7.66","0.89","0.64","0.00","112.58","2.89","81.59","-12.07274","-77.08269","999.34","22.20"
"17","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/1/2021 16:00","697.99","21.21","15.22","12.21","0.93","0.67","0.00","115.00","2.12","81.28","-12.07274","-77.08269","998.40","22.26"
"18","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/1/2021 17:00","948.42","8.27","27.03","13.42","1.22","0.85","0.00","113.38","0.97","86.46","-12.07274","-77.08269","998.72","21.13"
"19","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/1/2021 18:00","1083.86","21.51","26.26","0.92","1.45","0.96","0.00","110.26","0.45","85.12","-12.07274","-77.08269","999.00","21.45"
"20","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/1/2021 19:00","1086.88","19.90","28.28","1.38","1.60","1.00","0.00","108.60","0.10","87.22","-12.07274","-77.08269","999.48","21.07"
"21","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/1/2021 20:00","706.88","11.28","27.40","0.07","1.45","0.84","0.00","105.94","0.00","88.19","-12.07274","-77.08269","999.99","20.96"
"22","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/1/2021 21:00","539.55","7.39","26.20","0.00","1.26","0.72","0.00","102.07","0.00","90.14","-12.07274","-77.08269","1001.21","20.68"
"23","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/1/2021 22:00","440.68","4.94","24.54","0.00","1.07","0.66","0.00","99.61","0.00","88.85","-12.07274","-77.08269","1001.65","20.75"
"24","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/1/2021 23:00","308.29","3.43","23.46","0.00","1.06","0.65","0.00","99.65","0.00","87.09","-12.07274","-77.08269","1001.74","20.85"
"25","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/2/2021 0:00","246.47","0.46","24.55","0.00","1.05","0.60","0.00","88.20","0.00","91.87","-12.07274","-77.08269","1001.72","20.23"
"26","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/2/2021 1:00","227.91","1.56","23.59","0.00","1.19","0.66","0.00","77.98","0.00","89.88","-12.07274","-77.08269","1001.12","20.43"
"27","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/2/2021 2:00","168.17","0.55","23.53","0.00","1.15","0.62","0.00","86.09","0.00","89.50","-12.07274","-77.08269","1000.48","20.39"
"28","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/2/2021 3:00","181.16","0.35","23.49","0.00","1.00","0.57","0.00","77.24","0.00","88.93","-12.07274","-77.08269","999.71","20.49"
"29","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/2/2021 4:00","222.42","1.12","23.23","0.00","1.00","0.58","0.00","85.32","0.00","87.73","-12.07274","-77.08269","999.32","20.42"
"30","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/2/2021 5:00","115.50","0.08","23.50","0.26","1.08","0.60","0.00","84.00","0.00","90.17","-12.07274","-77.08269","999.50","20.03"
"31","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/2/2021 6:00","144.53","0.78","24.88","0.00","1.16","0.64","0.00","90.90","0.00","91.87","-12.07274","-77.08269","999.96","19.91"
"32","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/2/2021 7:00","447.76","10.79","26.19","0.00","1.07","0.63","0.00","103.85","0.10","92.03","-12.07274","-77.08269","1000.50","20.12"
"33","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/2/2021 8:00","1120.60","38.30","24.49","0.05","1.01","0.66","0.00","109.59","0.32","85.04","-12.07274","-77.08269","1001.02","21.76"
"34","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/2/2021 9:00","852.63","23.58","21.61","0.55","0.94","0.62","0.00","109.18","0.40","85.25","-12.07274","-77.08269","1001.18","21.88"
"35","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/2/2021 10:00","677.61","15.77","19.71","0.00","0.85","0.58","0.00","111.94","0.47","83.19","-12.07274","-77.08269","1001.19","22.35"
"36","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/2/2021 11:00","647.45","13.90","18.30","1.61","0.70","0.50","0.00","117.18","0.59","84.12","-12.07274","-77.08269","1001.12","22.22"
"37","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/2/2021 12:00","776.90","15.24","20.44","0.43","0.72","0.48","0.00","114.89","0.77","83.83","-12.07274","-77.08269","1000.95","22.33"
"38","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/2/2021 13:00","643.49","10.81","16.62","7.02","0.54","0.40","0.00","119.37","3.05","83.12","-12.07274","-77.08269","1000.42","22.45"
"39","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/2/2021 14:00","627.58","8.04","16.39","6.84","0.58","0.45","0.00","120.62","5.14","82.18","-12.07274","-77.08269","999.99","22.61"
"40","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/2/2021 15:00","1019.62","20.43","14.00","7.78","0.70","0.51","0.00","114.12","4.06","78.81","-12.07274","-77.08269","999.21","23.27"
"41","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/2/2021 16:00","712.12","14.65","12.23","9.54","0.67","0.48","0.00","117.46","4.46","78.99","-12.07274","-77.08269","998.48","23.30"
"42","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/2/2021 17:00","929.24","17.27","17.56","8.87","0.68","0.51","0.00","116.34","2.89","82.80","-12.07274","-77.08269","998.50","22.61"
"43","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/2/2021 18:00","1228.72","16.57","27.98","25.84","1.06","0.69","0.00","110.94","0.51","85.51","-12.07274","-77.08269","998.69","22.02"
"44","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/2/2021 19:00","1262.37","25.74","30.07","10.18","1.24","0.78","0.00","108.00","0.07","83.66","-12.07274","-77.08269","998.81","22.41"
"45","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/2/2021 20:00","748.05","8.09","29.15","7.62","1.30","0.77","0.00","107.12","0.00","89.15","-12.07274","-77.08269","999.55","21.23"
"46","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/2/2021 21:00","732.86","12.34","26.55","0.00","1.14","0.68","0.00","101.14","0.00","86.05","-12.07274","-77.08269","1000.46","21.60"
"47","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/2/2021 22:00","460.66","3.86","25.19","0.21","0.96","0.56","0.00","97.88","0.00","88.82","-12.07274","-77.08269","1001.15","21.20"
"48","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/2/2021 23:00","352.77","2.38","24.36","0.00","0.81","0.50","0.00","93.71","0.00","87.57","-12.07274","-77.08269","1001.25","21.22"
"49","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/3/2021 0:00","253.75","0.44","24.27","0.00","0.89","0.49","0.00","97.70","0.00","89.92","-12.07274","-77.08269","1000.98","20.97"
"50","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/3/2021 1:00","177.95","0.12","24.27","0.01","0.85","0.48","0.00","84.25","0.00","91.56","-12.07274","-77.08269","1000.48","20.73"
"51","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/3/2021 2:00","152.97","0.14","23.99","0.00","0.86","0.49","0.00","77.74","0.00","92.38","-12.07274","-77.08269","999.68","20.60"
"52","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/3/2021 3:00","120.52","0.09","23.68","0.00","0.87","0.49","0.00","86.00","0.00","92.69","-12.07274","-77.08269","998.86","20.40"
"53","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/3/2021 4:00","108.79","0.13","23.82","0.00","0.91","0.53","0.00","79.73","0.00","93.09","-12.07274","-77.08269","998.75","20.21"
"54","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/3/2021 5:00","114.20","0.66","23.70","0.07","0.93","0.52","0.00","78.02","0.00","93.04","-12.07274","-77.08269","999.03","20.22"
"55","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/3/2021 6:00","231.91","4.90","24.99","0.29","1.14","0.59","0.00","101.29","0.00","92.22","-12.07274","-77.08269","999.85","20.44"
"56","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/3/2021 7:00","614.09","18.69","26.19","0.58","1.23","0.70","0.00","106.27","0.10","92.19","-12.07274","-77.08269","1000.86","20.52"
"57","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/3/2021 8:00","774.63","28.11","23.71","0.66","0.93","0.66","0.00","108.37","0.33","87.55","-12.07274","-77.08269","1001.63","21.47"
"58","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/3/2021 9:00","643.16","20.22","20.42","0.04","0.78","0.55","0.00","110.12","0.59","87.92","-12.07274","-77.08269","1002.09","21.31"
"59","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/3/2021 10:00","548.37","12.91","19.37","0.00","0.77","0.53","0.00","112.66","0.62","85.50","-12.07274","-77.08269","1002.10","21.61"
"60","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/3/2021 11:00","653.13","17.43","16.85","0.00","0.67","0.46","0.00","117.35","0.68","83.06","-12.07274","-77.08269","1001.62","22.58"
"61","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/3/2021 12:00","781.73","13.05","19.46","1.79","0.58","0.44","0.00","117.24","1.30","85.24","-12.07274","-77.08269","1001.10","22.15"
"62","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/3/2021 13:00","613.85","12.24","16.36","1.35","0.51","0.42","0.00","119.56","2.31","84.07","-12.07274","-77.08269","1000.68","22.21"
"63","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/3/2021 14:00","574.82","11.45","15.50","1.20","0.44","0.33","0.00","118.62","2.83","85.65","-12.07274","-77.08269","1000.43","22.07"
"64","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/3/2021 15:00","860.48","16.63","17.45","2.04","0.51","0.37","0.00","118.18","2.86","85.40","-12.07274","-77.08269","999.93","22.14"
"65","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/3/2021 16:00","874.34","18.96","19.10","6.09","0.57","0.40","0.00","115.20","1.94","86.48","-12.07274","-77.08269","999.68","21.87"
"66","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/3/2021 17:00","1027.39","18.20","25.28","0.90","0.68","0.48","0.00","112.15","1.15","87.66","-12.07274","-77.08269","999.55","21.66"
"67","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/3/2021 18:00","890.75","19.09","23.53","1.64","0.79","0.54","0.00","110.25","0.74","87.58","-12.07274","-77.08269","999.84","21.63"
"68","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/3/2021 19:00","1239.98","23.21","29.10","2.28","1.15","0.75","0.00","106.20","0.08","89.96","-12.07274","-77.08269","1000.02","21.28"
"69","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/3/2021 20:00","1426.34","28.31","28.99","0.05","1.46","0.87","0.00","103.70","0.00","86.89","-12.07274","-77.08269","1000.37","21.80"
"70","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/3/2021 21:00","849.63","16.20","25.49","0.09","1.40","0.81","0.00","104.50","0.00","86.73","-12.07274","-77.08269","1001.17","21.57"
"71","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/3/2021 22:00","580.88","5.41","24.81","0.00","1.07","0.67","0.00","99.11","0.00","88.10","-12.07274","-77.08269","1001.34","20.92"
"72","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/3/2021 23:00","523.42","4.61","25.03","0.00","1.06","0.66","0.00","94.79","0.00","89.15","-12.07274","-77.08269","1001.70","20.75"
"73","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/4/2021 0:00","455.39","3.70","24.72","0.00","1.18","0.71","0.00","90.70","0.00","90.10","-12.07274","-77.08269","1001.73","20.62"
"74","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/4/2021 1:00","295.14","1.95","24.27","0.00","1.26","0.71","0.00","75.34","0.00","91.13","-12.07274","-77.08269","1001.22","20.68"
"75","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/4/2021 2:00","226.42","0.47","24.05","0.00","1.58","0.92","0.00","84.88","0.00","93.72","-12.07274","-77.08269","1000.81","20.33"
"76","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/4/2021 3:00","247.40","1.37","23.40","0.00","1.81","1.13","0.00","85.99","0.00","93.56","-12.07274","-77.08269","1000.68","20.40"
"77","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/4/2021 4:00","250.12","0.88","24.27","0.00","1.98","1.25","0.00","71.64","0.00","93.30","-12.07274","-77.08269","1000.54","20.41"
"78","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/4/2021 5:00","211.33","0.82","24.19","0.00","2.16","1.26","0.00","91.37","0.00","93.29","-12.07274","-77.08269","1000.87","20.30"
"79","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/4/2021 6:00","277.21","3.82","25.79","0.00","2.37","1.35","0.00","94.61","0.00","94.08","-12.07274","-77.08269","1001.43","20.32"
"80","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/4/2021 7:00","896.70","26.98","27.39","0.90","5.35","4.54","0.00","106.12","0.10","92.67","-12.07274","-77.08269","1002.04","20.57"
"81","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/4/2021 8:00","1219.06","32.46","25.14","0.05","8.34","7.34","0.00","108.76","0.33","90.70","-12.07274","-77.08269","1002.66","21.07"
"82","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/4/2021 9:00","1522.97","44.57","22.09","0.00","5.27","4.54","0.00","109.86","0.71","86.78","-12.07274","-77.08269","1003.12","22.02"
"83","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/4/2021 10:00","1417.46","36.90","20.84","1.32","3.74","3.03","0.00","108.37","0.82","83.37","-12.07274","-77.08269","1003.45","22.78"
"84","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/4/2021 11:00","1439.32","35.30","18.38","0.09","1.73","1.22","0.00","108.72","1.13","82.53","-12.07274","-77.08269","1003.09","23.10"
"85","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/4/2021 12:00","1390.07","27.66","19.65","7.51","1.54","1.19","0.00","110.78","1.21","82.99","-12.07274","-77.08269","1002.57","22.81"
"86","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/4/2021 13:00","1090.39","19.50","17.77","7.32","1.11","0.83","0.00","115.57","2.33","83.39","-12.07274","-77.08269","1001.95","22.80"
"87","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/4/2021 14:00","777.45","9.12","16.75","3.22","0.80","0.65","0.00","120.08","4.71","86.71","-12.07274","-77.08269","1001.22","22.05"
"88","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/4/2021 15:00","872.35","16.06","13.71","0.48","0.69","0.56","0.00","116.14","4.37","84.67","-12.07274","-77.08269","1000.63","22.58"
"89","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/4/2021 16:00","1012.42","18.90","13.77","0.92","0.70","0.53","0.00","114.20","4.01","84.66","-12.07274","-77.08269","1000.05","22.44"
"90","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/4/2021 17:00","973.20","17.05","17.63","9.91","0.86","0.63","0.00","113.28","2.52","85.27","-12.07274","-77.08269","999.79","22.28"
"91","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/4/2021 18:00","1507.09","18.66","28.42","30.08","1.29","0.85","0.00","110.07","0.61","84.75","-12.07274","-77.08269","1000.02","22.36"
"92","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/4/2021 19:00","1155.06","17.18","27.91","7.07","1.16","0.75","0.00","113.83","0.11","82.53","-12.07274","-77.08269","1000.46","22.34"
"93","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/4/2021 20:00","941.01","10.31","29.00","1.86","1.12","0.74","0.00","109.24","0.00","86.06","-12.07274","-77.08269","1001.06","21.60"
"94","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/4/2021 21:00","688.60","8.19","27.36","0.09","0.90","0.58","0.00","109.99","0.00","88.46","-12.07274","-77.08269","1001.97","21.16"
"95","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/4/2021 22:00","524.80","3.83","26.28","0.00","0.74","0.47","0.00","97.53","0.00","90.24","-12.07274","-77.08269","1002.59","20.93"
"96","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/4/2021 23:00","383.44","1.64","25.63","0.00","0.75","0.47","0.00","109.47","0.00","91.59","-12.07274","-77.08269","1002.80","20.76"
"97","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/5/2021 0:00","315.96","1.77","24.52","0.00","0.78","0.49","0.00","92.94","0.00","91.51","-12.07274","-77.08269","1002.79","20.82"
"98","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/5/2021 1:00","288.36","1.59","23.40","0.00","0.82","0.52","0.00","81.92","0.00","90.49","-12.07274","-77.08269","1002.63","20.94"
"99","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/5/2021 2:00","260.67","1.44","23.28","0.00","0.98","0.58","0.00","78.16","0.00","90.26","-12.07274","-77.08269","1001.83","21.01"
"100","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/5/2021 3:00","193.02","0.18","23.48","0.00","0.86","0.55","0.00","82.10","0.00","91.77","-12.07274","-77.08269","1001.05","20.72"
"101","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/5/2021 4:00","169.37","0.50","23.23","0.00","0.95","0.55","0.00","76.04","0.00","91.24","-12.07274","-77.08269","1000.88","20.77"
"102","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/5/2021 5:00","167.21","0.65","23.09","0.00","1.28","0.66","0.00","75.91","0.00","91.06","-12.07274","-77.08269","1000.95","20.83"
"103","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/5/2021 6:00","197.77","1.53","24.06","0.00","1.52","0.76","0.00","94.75","0.00","91.89","-12.07274","-77.08269","1001.44","20.77"
"104","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/5/2021 7:00","524.08","13.24","26.22","0.53","1.24","0.78","0.00","106.61","0.04","94.42","-12.07274","-77.08269","1002.26","20.44"
"105","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/5/2021 8:00","818.92","25.45","24.82","0.46","1.26","0.80","0.00","108.03","0.31","93.36","-12.07274","-77.08269","1003.01","20.76"
"106","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/5/2021 9:00","959.65","30.51","20.78","0.00","1.16","0.77","0.00","110.92","0.64","89.69","-12.07274","-77.08269","1003.14","21.56"
"107","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/5/2021 10:00","750.94","19.03","18.53","0.02","0.90","0.66","0.00","111.81","0.83","87.78","-12.07274","-77.08269","1003.28","21.90"
"108","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/5/2021 11:00","778.56","17.79","16.67","0.80","0.92","0.70","0.00","116.08","0.88","86.12","-12.07274","-77.08269","1003.05","22.29"
"109","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/5/2021 12:00","884.05","20.04","17.73","0.83","0.85","0.65","0.00","118.15","1.27","85.67","-12.07274","-77.08269","1002.70","22.36"
"110","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/5/2021 13:00","978.33","22.81","14.87","4.06","0.67","0.55","0.00","117.32","1.86","85.61","-12.07274","-77.08269","1002.28","22.44"
"111","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/5/2021 14:00","836.82","9.38","19.43","9.01","0.80","0.65","0.00","115.07","1.98","88.81","-12.07274","-77.08269","1001.61","21.82"
"112","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/5/2021 15:00","880.88","20.55","16.20","2.21","0.77","0.56","0.00","114.49","2.49","87.49","-12.07274","-77.08269","1001.00","22.04"
"113","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/5/2021 16:00","1076.76","14.91","23.80","8.70","1.08","0.71","0.00","111.70","0.88","89.32","-12.07274","-77.08269","1000.65","21.70"
"114","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/5/2021 17:00","1131.43","18.25","27.12","3.70","1.31","0.82","0.00","111.97","0.42","89.30","-12.07274","-77.08269","1000.39","21.71"
"115","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/5/2021 18:00","1380.86","26.65","28.59","2.79","1.29","0.82","0.00","111.39","0.14","88.45","-12.07274","-77.08269","1000.72","21.68"
"116","10069","150122","PE","Subgerencia de Desarrollo Ambiental","2/5/2021 19:00","1601.38","31.82","27.41","0.09","1.27","0.84","0.00","108.91","0.03","84.81","-12.07274","-77.08269","1000.92","22.05"
